nombre,direccion,latitud,longitud,codigo_postal,types,rating,user_ratings_total
El Pimiento Verde - Quintana,"Calle de Quintana, 1, Madrid",40.4286407,-3.7152005,28015,"restaurant, food, point_of_interest, establishment",4.4,4032.0
La Negra Tomasa,"Calle de Cádiz, 9, Madrid",40.4158479,-3.7023806,28015,"bar, restaurant, food, point_of_interest, establishment",4.1,7259.0
Areia Club,"Calle de Hortaleza, 92, Madrid",40.4245406,-3.6980344,28015,"bar, night_club, restaurant, food, point_of_interest, establishment",4.4,4881.0
La Finca de Susana,"Calle del Príncipe, 10, Madrid",40.4160028,-3.7004754,28015,"restaurant, food, point_of_interest, establishment",4.0,5971.0
La Venganza De Malinche | Restaurante Mexicano | Sol,"Calle de los Jardines, 5, Madrid",40.4189893,-3.7013529,28015,"restaurant, food, point_of_interest, establishment",4.3,2677.0
Leonardo Hotel Madrid City Center,"Calle de Alberto Aguilera, 18, Madrid",40.4302141,-3.7085214,28015,"lodging, restaurant, food, point_of_interest, establishment",4.3,2847.0
Restaurante El Buey,"Plaza de la Marina Española, 1, Madrid",40.4206752,-3.7111888,28015,"restaurant, food, point_of_interest, establishment",4.5,1367.0
La Mordida,"Calle de la Princesa, 3 duplicado, Madrid",40.42460919999999,-3.7130767,28015,"restaurant, food, point_of_interest, establishment",4.3,3780.0
Chocolatería San Ginés,"Pasadizo de San Ginés, 5, Madrid",40.41674069999999,-3.7069176,28015,"cafe, restaurant, food, point_of_interest, store, establishment",4.4,64400.0
Krachai - Thai Cuisine,"Calle de Fernando VI, 11, Madrid",40.4254055,-3.696202500000001,28015,"restaurant, food, point_of_interest, establishment",4.2,1501.0
Bodega de la Ardosa,"Calle de Colón, 13, Madrid",40.4237683,-3.7017596,28015,"bar, restaurant, food, point_of_interest, establishment",4.2,7062.0
La Mordida,"Calle de las Fuentes, 3, Madrid",40.4169643,-3.7088054,28015,"restaurant, food, point_of_interest, establishment",4.4,4650.0
MUSASHI,"Calle de las Conchas, 4, Madrid",40.4190371,-3.7076722,28015,"restaurant, food, point_of_interest, establishment",4.5,2490.0
Asturianos,"Calle de Vallehermoso, 94, Madrid",40.43914259999999,-3.7081177,28015,"restaurant, food, point_of_interest, establishment",4.2,859.0
Ecocentro,"Calle Esquilache, 4, Madrid",40.442964,-3.7048922,28015,"restaurant, food, point_of_interest, establishment",4.2,2372.0
Brunch by Café Oliver,"Calle de Caracas, 10, Madrid",40.4305827,-3.694306799999999,28015,"restaurant, food, point_of_interest, establishment",3.8,121.0
La Nueva,"Calle de Arapiles, 7, Madrid",40.43321569999999,-3.7052765,28015,"bar, restaurant, food, point_of_interest, establishment",4.0,1012.0
Hotel,"Gran Vía, 11, Madrid",40.4195646,-3.699581499999999,28015,"lodging, spa, restaurant, food, point_of_interest, establishment",4.5,2346.0
Restaurante Sidrería Casa Parrondo,"Calle de Trujillos, 9, Madrid",40.41894579999999,-3.707466799999999,28015,"restaurant, food, point_of_interest, establishment",3.8,4572.0
Beer Station,"Cuesta de Santo Domingo, 22, Madrid",40.41968719999999,-3.7084798,28015,"bar, restaurant, food, point_of_interest, establishment",4.4,3944.0
Bazaar,"Calle de la Libertad, 21, Madrid",40.4213581,-3.697452,28015,"restaurant, food, point_of_interest, establishment",4.0,5982.0
Taberna de La Daniela Cuchilleros,"Calle de Cuchilleros, 9, Madrid",40.4144913,-3.707907499999999,28015,"bar, restaurant, food, point_of_interest, establishment",4.0,2224.0
El Jamón y El Churrasco,"Calle de la Infanta Mercedes, 64 (28020, Madrid",40.4604933,-3.696067300000001,28016,"restaurant, food, point_of_interest, establishment",4.3,1628.0
Hotel ILUNION Pío XII,"Avenida de Pío XII, 77, Madrid",40.4689299,-3.6740122,28016,"lodging, restaurant, food, point_of_interest, establishment",4.2,4429.0
Taberna de La Daniela Bernabéu,"Calle de Gutiérrez Solana, 2, Madrid",40.4506535,-3.6889241,28016,"bar, restaurant, food, point_of_interest, establishment",4.0,1709.0
Alfredo's Barbacoa,"Calle de Juan Hurtado de Mendoza, 11, Madrid",40.4605735,-3.6872982,28016,"restaurant, food, point_of_interest, establishment",4.4,5376.0
El Molino,"Calle del Conde de Serrallo, 1, Madrid",40.4659271,-3.6921363,28016,"restaurant, food, point_of_interest, establishment",4.0,736.0
DiverXO,"NH Eurobuilding, Calle del Padre Damián, 23, Madrid",40.4578992,-3.6857765,28016,"restaurant, food, point_of_interest, establishment",4.4,3026.0
Restaurante el escondite,"Avenida de Alberto de Alcocer, 27, Madrid",40.4588788,-3.6837376,28016,"restaurant, food, point_of_interest, establishment",3.7,46.0
Hotel Puerta America Madrid,"Avenida de América, 41, Madrid",40.4406864,-3.6701104,28016,"lodging, restaurant, food, point_of_interest, establishment",4.3,6216.0
Restaurante La Misión,"Calle de José Silva, 22, Madrid",40.454555,-3.6593771,28016,"restaurant, bar, food, point_of_interest, establishment",4.3,1973.0
Restaurante Rías Bajas,"Calle Alustante, 11, Calle de Clara del Rey, 33, Posterior, Madrid",40.4425801,-3.6711912,28016,"restaurant, food, point_of_interest, establishment",4.5,2484.0
El Qüenco de Pepa,"Calle de Henri Dunant, 21, Madrid",40.46007629999999,-3.6845477,28016,"restaurant, food, point_of_interest, establishment",4.3,2963.0
La Guisandera de Piñera,"Calle de Rosario Pino, 12, Madrid",40.4622839,-3.6923399,28016,"restaurant, food, point_of_interest, establishment",4.6,724.0
Ichiban,"Avenida de Alberto de Alcocer, 22 bis, Madrid",40.4581183,-3.6847162,28016,"bar, restaurant, food, point_of_interest, establishment",4.4,895.0
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",40.4616628,-3.6957148,28016,"restaurant, food, point_of_interest, establishment",4.6,5033.0
Restaurante - Cervecería Fass Concha Espina,"Calle de Rodríguez Marín, 84, Madrid",40.45146539999999,-3.678578,28016,"restaurant, food, point_of_interest, establishment",4.0,2535.0
Órale Un Pedacito,"Calle de Pradillo, 30, Madrid",40.4487482,-3.672656000000001,28016,"bar, restaurant, food, point_of_interest, establishment",4.5,2811.0
El Bund Restaurante,"Calle de Arturo Baldasano, 22, Madrid",40.4567187,-3.6584585,28016,"restaurant, food, point_of_interest, establishment",4.3,2000.0
Restaurante La Tagliatella,"Calle del Poeta Joan Maragall, 53, Madrid",40.4633594,-3.6917585,28016,"restaurant, food, point_of_interest, establishment",4.1,2162.0
The Irish Rover,"Avenida de Brasil, 7, Madrid",40.4547539,-3.693954599999999,28016,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.3,11126.0
El Olvido - Restaurante Chamartín,"Calle de Juan Hurtado de Mendoza, 13, Madrid",40.4605438,-3.6869077,28016,"restaurant, meal_takeaway, meal_delivery, bar, food, point_of_interest, establishment",4.3,2465.0
Restaurante L'abbraccio,"Calle del Poeta Joan Maragall, 51, Madrid",40.463413,-3.692554899999999,28016,"meal_delivery, restaurant, food, point_of_interest, establishment",4.4,1759.0
Realcafé Bernabéu,"Avenida de Concha Espina, 1, puerta 30, Madrid",40.4521463,-3.6884277,28016,"restaurant, cafe, store, food, point_of_interest, establishment",4.3,3119.0
CARTA MARINA,"Calle del Padre Damián, 40, Madrid",40.4584927,-3.6853339,28016,"restaurant, food, point_of_interest, establishment",4.5,1033.0
Restaurante Al Paseo,"Paseo de La Habana, 65, Madrid",40.4544998,-3.68349,28016,"restaurant, food, point_of_interest, establishment",4.2,1114.0
La Selva,"Paseo de la Castellana, 159, Madrid",40.4612529,-3.691202499999999,28016,"cafe, restaurant, store, food, point_of_interest, establishment",4.2,318.0
Thai Arturo Soria - Restaurants,"Calle de Arturo Soria, 205, Madrid",40.4600549,-3.661853,28016,"restaurant, food, point_of_interest, establishment",4.4,3644.0
Restaurante Samm,"Calle Carlos Caamaño, 3, Madrid",40.4641899,-3.669989599999999,28016,"restaurant, food, point_of_interest, establishment",4.3,2001.0
Restaurante Quenco,"Avenida de Alberto de Alcocer, 26, Madrid",40.4585489,-3.6844147,28016,"restaurant, food, point_of_interest, establishment",4.6,944.0
El Asador de Aranda,"Plaza Castilla, 3, Madrid",40.4663351,-3.6905496,28016,"restaurant, bar, food, point_of_interest, establishment",4.5,1599.0
Restaurante Asador Casa Juan,"Calle de la Infanta Mercedes, 111, Madrid",40.4639697,-3.6933123,28016,"restaurant, food, point_of_interest, establishment",4.5,7225.0
De la Riva,"Calle de Cochabamba, 13, Madrid",40.45576250000001,-3.6807831,28016,"restaurant, food, point_of_interest, establishment",4.5,978.0
RESTAURANTE LOBBO,"Calle Gabriel Lobo, 11, Madrid",40.44301550000001,-3.680793300000001,28016,"restaurant, food, point_of_interest, establishment",4.1,1516.0
Mesón Txistu,"Plaza Angel de Carbajo, 6, Madrid",40.4626736,-3.6938771,28016,"restaurant, food, point_of_interest, establishment",4.5,4366.0
Rodilla,"Paseo de la Castellana, 193, Madrid",40.467564,-3.689471,28016,"restaurant, meal_takeaway, cafe, meal_delivery, store, food, point_of_interest, establishment",3.8,1610.0
Creperie Cre - cotte,"Avenida de Brasil, 26, Madrid",40.45697610000001,-3.693071999999999,28016,"restaurant, store, food, point_of_interest, establishment",4.1,703.0
La Cantina de la estación,"Calle de Sor Ángela de la Cruz, 17, Madrid",40.4592563,-3.6957266,28016,"bar, restaurant, food, point_of_interest, establishment",4.4,3392.0
Restaurante Casa Benigna,"Calle de Benigno Soto, 9, Madrid",40.44811299999999,-3.6742458,28016,"restaurant, food, point_of_interest, establishment",4.7,2089.0
Lateral,"Paseo de la Castellana, 89, Madrid",40.4496626,-3.691811,28016,"restaurant, food, point_of_interest, establishment",4.3,8659.0
Posada de el Chaflán,"Avenida de Pío XII, 34, Madrid",40.4668563,-3.674274699999999,28016,"restaurant, lodging, food, point_of_interest, establishment",3.2,1133.0
Restaurante El Puchero,"Calle del Padre Damián, 37, Madrid",40.46072330000001,-3.6856023,28016,"restaurant, food, point_of_interest, establishment",4.4,656.0
El Hórreo Asturiano,"Calle del Doctor Fleming, 52, Madrid",40.462348,-3.6876026,28016,"restaurant, food, point_of_interest, establishment",4.4,2523.0
Parrilla de Juan Adán,"Calle de Santa Hortensia, 62, Madrid",40.4472237,-3.6639179,28016,"restaurant, food, point_of_interest, establishment",3.9,1604.0
Asador Lekeitio,"Calle de Uruguay, 16, Madrid",40.4548941,-3.672453700000001,28016,"restaurant, food, point_of_interest, establishment",4.5,578.0
Los Arroces de Segis,"Calle de la Infanta Mercedes, 109, Madrid",40.4639444,-3.6934167,28016,"restaurant, food, point_of_interest, establishment",3.9,2320.0
China Té,"Calle de Santa Hortensia, 60, Madrid",40.4471435,-3.6638466,28016,"restaurant, food, point_of_interest, establishment",4.3,1449.0
Ganges,"Calle de Bolivia, 11, Madrid",40.4576332,-3.678244199999999,28016,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.4,729.0
La Ancha,"Calle del Príncipe de Vergara, 204, Madrid",40.4493583,-3.6774667,28016,"restaurant, food, point_of_interest, establishment",4.5,2476.0
Restaurante Indio Bollywood Tadka,"Calle del Eucalipto, 1, Local 3 Posterior, Madrid",40.4536067,-3.6647033,28016,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.4,645.0
Restaurante L'Albufera,"Calle del Poeta Joan Maragall, 43, Madrid",40.4618006,-3.692039699999999,28016,"restaurant, food, point_of_interest, establishment",4.4,1628.0
Los Torreznos BAR,"Calle de López de Hoyos, 149, Madrid",40.44799109999999,-3.6687392,28016,"restaurant, bar, food, point_of_interest, establishment",4.2,4012.0
Beef Place Restaurante,"Calle de Matías Turrión, 4, Madrid",40.4589867,-3.6583364,28016,"restaurant, food, point_of_interest, establishment",4.0,1351.0
Restaurante José Luis (Salgado),"Calle de, Calle de Rafael Salgado, 11, Madrid",40.4544042,-3.6881365,28016,"restaurant, food, point_of_interest, establishment",4.1,1348.0
Tatoom Road,"3A, Avenida de Brasil, Madrid",40.4539439,-3.694070999999999,28016,"night_club, bar, restaurant, food, point_of_interest, establishment",3.7,722.0
Solo de Uva,"Calle del Príncipe de Vergara, 210, Madrid",40.4518609,-3.676916199999999,28016,"liquor_store, bar, restaurant, food, point_of_interest, store, establishment",4.2,18.0
Foster's Hollywood,"Calle de López de Hoyos, 161, 163, Madrid",40.4489781,-3.6668782,28016,"restaurant, food, point_of_interest, establishment",3.3,194.0
Rast Café,"Calle de Félix Boix, 6, Madrid",40.4632255,-3.688255,28016,"cafe, restaurant, food, point_of_interest, store, establishment",4.0,794.0
Restaurante De María - Felíx Boix,"Calle de Félix Boix, 5, Madrid",40.4634639,-3.6882528,28016,"restaurant, food, point_of_interest, establishment",4.6,3109.0
Restaurante Marbella SA,"Calle del Príncipe de Vergara, 276, Madrid",40.4591556,-3.6764639,28016,"restaurant, food, point_of_interest, establishment",4.1,616.0
Restaurante Asador Pepito's,"Calle de Arturo Soria, 247, Madrid",40.4661751,-3.6660942,28016,"restaurant, food, point_of_interest, establishment",3.9,738.0
VIPS,"Calle de Orense, 16, Madrid",40.4494961,-3.695054099999999,28016,"restaurant, meal_takeaway, food, point_of_interest, establishment",3.9,6758.0
Docamar,"Calle Alcalá, 337, Madrid",40.4335969,-3.6481751,28017,"bar, restaurant, food, point_of_interest, establishment",4.3,14664.0
Betelu,"Calle de Florencio Llorente, 27, Madrid",40.43435710000001,-3.6527588,28017,"restaurant, food, point_of_interest, establishment",4.6,796.0
Restaurante El Montero Cazorla,"Calle Alcalá, 261, Madrid",40.4320779,-3.657528899999999,28017,"restaurant, food, point_of_interest, establishment",4.3,1588.0
Restaurante El Montero de Cazorla Ventas,"Calle de Cipriano Sancho, 5, Madrid",40.4316926,-3.6548019,28017,"restaurant, food, point_of_interest, establishment",4.3,2575.0
Restaurante Ordago Madrid,"Calle de Sancho Dávila, 15, Madrid",40.42741719999999,-3.6616914,28017,"restaurant, food, point_of_interest, establishment",4.7,821.0
Foster's Hollywood,"Calle Alcalde Luis Marichalar, 5-7, Madrid",40.411523,-3.658685000000001,28017,"restaurant, food, point_of_interest, establishment",3.7,1375.0
Salones Venecia,"Calle Carolina Coronado, 1, Madrid",40.43014349999999,-3.6468626,28017,"restaurant, food, point_of_interest, establishment",4.7,672.0
Burger King,"Calle Alcalá, 320, Metro, Madrid",40.4331182,-3.647816,28017,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.7,2589.0
McDonald's,"C/ Manuel Machado, Calle Alcalde Luis Marichalar, 6, y C, Madrid",40.4116,-3.6592,28017,"restaurant, food, point_of_interest, establishment",3.6,1880.0
Pub The Irish Corner,"Calle de Arturo Soria, 6, Madrid",40.4386574,-3.6380817,28017,"bar, night_club, restaurant, food, point_of_interest, establishment",3.8,1344.0
El Sabroso,"Calle de Emilio Muñoz, 11, Madrid",40.430949,-3.6305569,28017,"restaurant, food, point_of_interest, establishment",4.1,277.0
FactoryFit Fitness & Padel Club,"Calle de Santa Leonor, 52, Madrid",40.43524,-3.6299443,28017,"physiotherapist, gym, bar, restaurant, food, point_of_interest, health, establishment",4.4,137.0
Domino's Pizza,"Calle Alcalá, 274, Madrid",40.43228,-3.653209999999999,28017,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,1285.0
Mesón Los Charros,"Avenida del Marqués de Corbera, 23, Madrid",40.42411059999999,-3.6544841,28017,"restaurant, food, point_of_interest, establishment",3.7,176.0
The Beer's Corner,"Calle de Arriaga, 19, Madrid",40.4270314,-3.6446917,28017,"bar, restaurant, food, point_of_interest, store, establishment",4.5,503.0
Los Timbales,"Calle Alcalá, 227, Madrid",40.430115,-3.665160799999999,28017,"restaurant, food, point_of_interest, establishment",3.6,1133.0
Perla del Pacífico,"Calle de Gonzalo de Berceo, 63, Madrid",40.42870620000001,-3.639600500000001,28017,"cafe, meal_delivery, meal_takeaway, restaurant, food, point_of_interest, store, establishment",4.1,424.0
Ginos,"Calle Alcalá, 200, Madrid",40.4303364,-3.6637855,28017,"restaurant, meal_delivery, meal_takeaway, food, point_of_interest, establishment",4.2,1215.0
Abarme Instalaciones,"Calle de Gonzalo de Berceo, 33, Madrid",40.4277908,-3.6415792,28017,"restaurant, food, point_of_interest, establishment",,
El Sabroso,"Calle de Pedro Antonio de Alarcón, 60, Madrid",40.4276488,-3.640429300000001,28017,"restaurant, food, point_of_interest, establishment",3.9,70.0
Nazca Restaurante,"Calle de Francisco Villaespesa, 10, Madrid",40.4289918,-3.6454408,28017,"restaurant, food, point_of_interest, establishment",4.2,600.0
Jamones Casa Acacio,"Calle de Marcelino Roa Vázquez, 39, Madrid",40.4285749,-3.641143,28017,"grocery_or_supermarket, restaurant, food, point_of_interest, store, establishment",4.7,76.0
Mother India,"Calle de Francisco Villaespesa, 6, Madrid",40.42880759999999,-3.647186600000001,28017,"restaurant, food, point_of_interest, establishment",4.3,984.0
Restaurante Rumano La Bunica,"Calle de Francisco Villaespesa, 4, Madrid",40.4286485,-3.6480467,28017,"restaurant, food, point_of_interest, establishment",4.2,1371.0
Akela 3,"Avenida del Marqués de Corbera, 32, Madrid",40.424352,-3.653424799999999,28017,"restaurant, food, point_of_interest, establishment",4.1,406.0
VIPS,"Calle Alcalá, 200, Madrid",40.4303364,-3.6637855,28017,"restaurant, meal_takeaway, food, point_of_interest, establishment",3.7,4144.0
